tarih,ürün,kategori,satış_miktarı,birim_fiyat,bölge
2026-11-01,Ürün A,Giyim,283,299.26,Adana
2026-01-24,Ürün B,Giyim,231,110.33,Bursa
2026-03-30,Ürün C,Elektronik,143,129.54,Adana
2026-09-12,Ürün C,Ev,118,128.03,Antalya
2026-11-21,Ürün C,Giyim,328,138.27,Adana
2026-06-19,Ürün B,Elektronik,175,98.99,İstanbul
2026-06-06,Ürün A,Giyim,480,285.47,İzmir
2026-10-19,Ürün A,Ev,104,269.0,Adana
2026-03-28,Ürün C,Ev,36,188.44,Gaziantep
2026-10-20,Ürün B,Ev,113,71.54,Konya
2026-07-24,Ürün A,Ev,325,287.59,İstanbul
2026-11-24,Ürün C,Giyim,371,188.49,Konya
2026-11-13,Ürün B,Elektronik,444,109.68,Antalya
2026-09-11,Ürün A,Giyim,43,338.65,Ankara
2026-01-26,Ürün B,Ev,372,74.09,İzmir
2026-02-26,Ürün C,Elektronik,401,189.77,Ankara
2026-05-30,Ürün A,Ev,478,341.9,Adana
2026-06-01,Ürün B,Giyim,448,110.08,Antalya
2026-04-26,Ürün C,Elektronik,41,120.88,Bursa
2026-11-09,Ürün A,Ev,438,271.22,Adana
2026-03-15,Ürün B,Giyim,453,89.63,Gaziantep
2026-02-11,Ürün B,Ev,103,113.08,Adana
2026-11-29,Ürün B,Elektronik,445,83.2,Adana
2026-02-15,Ürün C,Elektronik,373,125.44,Bursa
2026-06-17,Ürün C,Ev,36,199.66,Ankara
2026-04-08,Ürün C,Elektronik,158,197.02,Gaziantep
2026-09-22,Ürün C,Elektronik,12,122.0,Gaziantep
2026-04-27,Ürün C,Ev,64,164.09,Bursa
2026-08-17,Ürün A,Giyim,143,267.96,Konya
2026-12-11,Ürün C,Ev,177,195.04,Adana
2026-07-16,Ürün C,Giyim,315,137.48,Konya
2026-07-07,Ürün B,Elektronik,377,105.66,Konya
2026-10-28,Ürün A,Ev,377,255.97,Bursa
2026-10-23,Ürün A,Giyim,427,295.07,Gaziantep
2026-07-19,Ürün A,Ev,42,284.69,Adana
2026-03-02,Ürün C,Elektronik,199,175.21,Adana
2026-02-14,Ürün B,Giyim,39,101.69,İstanbul
2026-06-27,Ürün B,Giyim,40,95.98,Bursa
2026-10-06,Ürün C,Ev,131,191.75,Adana
2026-03-09,Ürün A,Ev,106,335.33,Adana
2026-01-24,Ürün C,Ev,154,123.1,Antalya
2026-12-08,Ürün A,Ev,205,317.15,Ankara
2026-11-03,Ürün A,Elektronik,453,347.27,Ankara
2026-02-15,Ürün B,Giyim,385,77.32,Antalya
2026-10-07,Ürün A,Ev,374,321.19,İstanbul
2026-08-23,Ürün A,Giyim,283,258.73,Antalya
2026-03-16,Ürün A,Giyim,50,273.9,Antalya
2026-10-16,Ürün B,Giyim,479,94.77,İstanbul
2026-01-25,Ürün A,Giyim,135,273.88,Adana
2026-07-21,Ürün A,Giyim,87,274.28,Konya
2026-04-08,Ürün B,Ev,107,87.88,İzmir
2026-11-20,Ürün B,Elektronik,381,77.59,Konya
2026-09-10,Ürün B,Ev,155,80.71,İzmir
2026-05-19,Ürün C,Elektronik,439,132.75,Adana
2026-07-08,Ürün B,Giyim,266,80.41,Adana
2026-01-10,Ürün C,Elektronik,422,168.0,İstanbul
2026-12-12,Ürün B,Ev,23,115.7,İstanbul
2026-02-27,Ürün B,Elektronik,309,81.22,İstanbul
2026-12-20,Ürün B,Elektronik,160,116.57,Bursa
2026-09-15,Ürün A,Elektronik,66,322.93,Antalya
2026-09-19,Ürün B,Giyim,93,73.78,Konya
2026-07-25,Ürün B,Ev,393,82.73,Antalya
2026-10-06,Ürün C,Giyim,82,157.38,Adana
2026-04-03,Ürün B,Ev,285,101.98,Ankara
2026-08-01,Ürün B,Elektronik,88,83.28,Gaziantep
2026-09-28,Ürün A,Giyim,354,267.66,Ankara
2026-01-27,Ürün C,Ev,174,129.6,Antalya
2026-02-12,Ürün B,Ev,490,85.9,Antalya
2026-03-02,Ürün C,Ev,384,187.98,Gaziantep
2026-07-19,Ürün A,Ev,437,307.7,Adana
2026-06-05,Ürün C,Ev,174,188.34,İzmir
2026-04-12,Ürün A,Ev,288,298.48,Gaziantep
2026-08-09,Ürün C,Elektronik,472,140.93,Gaziantep
2026-10-05,Ürün C,Ev,220,174.92,Konya
2026-02-26,Ürün C,Ev,211,140.79,İzmir
2026-12-27,Ürün B,Giyim,500,106.21,Antalya
2026-06-26,Ürün B,Giyim,259,109.69,Gaziantep
2026-06-21,Ürün C,Elektronik,484,122.86,Antalya
2026-02-18,Ürün C,Elektronik,39,129.67,Gaziantep
2026-01-25,Ürün A,Ev,227,325.75,Antalya
2026-11-22,Ürün A,Elektronik,82,276.01,Ankara
2026-07-29,Ürün B,Elektronik,446,101.6,Ankara
2026-07-11,Ürün A,Elektronik,450,347.01,Bursa
2026-09-23,Ürün C,Elektronik,495,178.99,İstanbul
2026-06-07,Ürün B,Elektronik,374,116.01,İzmir
2026-09-28,Ürün A,Elektronik,499,263.03,Gaziantep
2026-05-31,Ürün A,Elektronik,281,263.01,Ankara
2026-11-19,Ürün A,Ev,92,348.73,İzmir
2026-04-12,Ürün A,Elektronik,154,293.6,Bursa
2026-10-18,Ürün A,Giyim,280,318.49,İstanbul
2026-05-25,Ürün B,Giyim,48,117.28,İzmir
2026-08-28,Ürün C,Giyim,461,178.93,İstanbul
2026-06-18,Ürün B,Ev,473,104.96,İstanbul
2026-07-16,Ürün B,Ev,285,87.53,Ankara
2026-02-09,Ürün B,Elektronik,194,114.68,Bursa
2026-12-07,Ürün B,Elektronik,192,114.83,Konya
2026-07-29,Ürün B,Giyim,182,83.39,İstanbul
2026-09-11,Ürün C,Elektronik,366,162.32,İzmir
2026-11-22,Ürün C,Elektronik,496,174.73,Gaziantep
2026-10-03,Ürün B,Ev,354,118.21,Konya
2026-01-26,Ürün B,Ev,427,113.64,İzmir
2026-04-29,Ürün C,Ev,224,131.8,Gaziantep
2026-07-14,Ürün A,Elektronik,399,263.9,Gaziantep
2026-10-24,Ürün A,Elektronik,414,264.8,Gaziantep
2026-07-09,Ürün C,Ev,264,125.95,Gaziantep
2026-05-06,Ürün B,Giyim,493,76.11,İzmir
2026-12-22,Ürün B,Giyim,442,110.86,Antalya
2026-07-04,Ürün A,Elektronik,77,343.94,Ankara
2026-09-18,Ürün C,Giyim,70,143.49,Konya
2026-02-27,Ürün C,Giyim,286,170.78,İstanbul
2026-08-04,Ürün C,Elektronik,383,141.43,Antalya
2026-04-10,Ürün B,Giyim,427,100.73,Ankara
2026-05-17,Ürün B,Elektronik,59,74.09,Antalya
2026-02-10,Ürün B,Ev,261,97.73,Ankara
2026-01-12,Ürün C,Elektronik,410,121.11,Bursa
2026-11-26,Ürün A,Elektronik,25,309.03,Gaziantep
2026-03-14,Ürün C,Elektronik,337,172.76,İstanbul
2026-10-09,Ürün C,Ev,441,160.79,İstanbul
2026-11-11,Ürün C,Ev,82,155.68,Antalya
2026-12-20,Ürün A,Giyim,356,282.95,Konya
2026-07-19,Ürün A,Giyim,441,267.36,İstanbul
2026-07-27,Ürün A,Ev,161,345.33,Gaziantep
2026-09-12,Ürün A,Ev,138,312.8,Ankara
2026-03-17,Ürün A,Ev,446,295.13,İstanbul
2026-05-15,Ürün C,Elektronik,273,121.45,Adana
2026-11-29,Ürün C,Elektronik,244,196.32,Konya
2026-04-24,Ürün C,Ev,67,149.85,Antalya
2026-07-17,Ürün A,Ev,259,277.84,Adana
2026-02-19,Ürün B,Elektronik,260,113.51,Ankara
2026-02-21,Ürün C,Giyim,157,144.96,Antalya
2026-07-02,Ürün C,Elektronik,415,181.84,İstanbul
2026-10-20,Ürün C,Elektronik,192,131.49,Bursa
2026-03-10,Ürün B,Elektronik,44,79.51,İstanbul
2026-10-02,Ürün B,Giyim,245,98.78,Konya
2026-07-31,Ürün B,Ev,174,119.74,Ankara
2026-12-16,Ürün A,Giyim,353,339.02,Ankara
2026-08-31,Ürün B,Elektronik,472,73.15,Gaziantep
2026-11-29,Ürün C,Ev,476,177.14,İstanbul
2026-02-23,Ürün A,Giyim,274,345.07,İstanbul
2026-07-27,Ürün C,Ev,284,131.72,Gaziantep
2026-02-15,Ürün B,Elektronik,234,72.58,Konya
2026-11-11,Ürün A,Giyim,297,340.03,Adana
2026-11-15,Ürün A,Ev,299,331.27,İstanbul
2026-06-04,Ürün A,Ev,349,319.21,Bursa
2026-03-09,Ürün B,Elektronik,152,91.08,Konya
2026-04-17,Ürün A,Elektronik,342,302.67,Antalya
2026-05-29,Ürün A,Ev,387,281.17,Ankara
2026-04-26,Ürün B,Ev,242,101.92,Adana
2026-06-21,Ürün B,Giyim,394,78.53,Antalya
2026-12-28,Ürün B,Elektronik,275,74.7,Ankara
2026-09-13,Ürün A,Elektronik,414,254.81,Konya
2026-08-19,Ürün B,Elektronik,474,71.64,Konya
2026-11-21,Ürün B,Giyim,500,78.42,Adana
2026-11-05,Ürün A,Elektronik,16,323.54,Konya
2026-03-28,Ürün C,Elektronik,459,138.02,Adana
2026-08-01,Ürün A,Giyim,183,301.48,İzmir
2026-03-13,Ürün A,Elektronik,392,292.36,İzmir
2026-08-09,Ürün A,Elektronik,455,321.05,İzmir
2026-05-11,Ürün B,Elektronik,63,103.44,Antalya
2026-02-09,Ürün B,Giyim,287,116.81,Adana
2026-02-19,Ürün A,Elektronik,92,337.92,Bursa
2026-04-29,Ürün A,Elektronik,186,344.51,İstanbul
2026-01-22,Ürün C,Giyim,148,167.39,Bursa
2026-08-27,Ürün B,Elektronik,439,111.13,Ankara
2026-08-10,Ürün B,Giyim,389,90.51,Bursa
2026-05-12,Ürün B,Elektronik,72,109.25,İzmir
2026-10-01,Ürün A,Ev,371,258.15,Konya
2026-08-14,Ürün A,Giyim,284,336.77,İzmir
2026-05-29,Ürün A,Elektronik,271,345.21,Antalya
2026-07-03,Ürün B,Giyim,487,100.48,Adana
2026-10-13,Ürün B,Giyim,39,115.41,Antalya
2026-01-02,Ürün A,Giyim,90,306.71,Gaziantep
2026-03-26,Ürün B,Giyim,155,100.73,Konya
2026-08-27,Ürün B,Giyim,123,90.23,Ankara
2026-11-15,Ürün B,Elektronik,150,93.29,İstanbul
2026-01-13,Ürün C,Elektronik,186,199.11,Gaziantep
2026-11-25,Ürün C,Giyim,76,162.33,Bursa
2026-10-28,Ürün A,Ev,238,280.73,İzmir
2026-01-22,Ürün A,Elektronik,454,322.17,Antalya
2026-10-22,Ürün A,Elektronik,442,280.22,Adana
2026-01-04,Ürün C,Ev,207,162.25,Antalya
2026-01-09,Ürün B,Giyim,493,115.35,İzmir
2026-07-09,Ürün A,Ev,259,323.01,Ankara
2026-01-06,Ürün A,Elektronik,474,347.18,Adana
2026-12-25,Ürün A,Ev,488,284.8,Bursa
2026-07-01,Ürün A,Ev,225,260.99,Adana
2026-11-15,Ürün C,Elektronik,281,150.49,İzmir
2026-09-25,Ürün A,Elektronik,260,347.11,Konya
2026-10-04,Ürün C,Ev,53,181.25,Antalya
2026-05-17,Ürün C,Giyim,347,194.84,Ankara
2026-12-05,Ürün C,Ev,252,144.5,Ankara
2026-06-16,Ürün C,Elektronik,277,161.07,Konya
2026-09-07,Ürün B,Giyim,310,106.36,Bursa
2026-01-08,Ürün A,Elektronik,80,346.84,İzmir
2026-06-22,Ürün C,Giyim,264,153.93,Adana
2026-02-17,Ürün B,Elektronik,116,80.05,Gaziantep
2026-11-01,Ürün C,Giyim,412,182.34,Ankara
2026-02-04,Ürün C,Ev,369,169.87,Bursa
2026-09-07,Ürün C,Ev,500,190.06,İstanbul
2026-02-05,Ürün C,Giyim,52,158.56,Adana
2026-12-02,Ürün C,Ev,495,190.26,Gaziantep
2026-11-24,Ürün B,Ev,142,97.02,Gaziantep
2026-02-17,Ürün C,Ev,384,142.8,Ankara
2026-09-12,Ürün C,Elektronik,263,133.16,Bursa
2026-11-24,Ürün A,Ev,459,295.2,Adana
2026-05-01,Ürün A,Ev,395,326.31,Antalya
2026-07-26,Ürün C,Giyim,147,193.04,Gaziantep
2026-05-13,Ürün B,Ev,349,91.79,Gaziantep
2026-09-03,Ürün C,Giyim,192,179.87,Antalya
2026-02-02,Ürün A,Ev,442,309.43,Antalya
2026-07-06,Ürün C,Elektronik,470,197.2,Gaziantep
2026-07-06,Ürün C,Ev,405,166.06,Gaziantep
2026-12-06,Ürün A,Ev,49,332.89,Adana
2026-10-06,Ürün A,Ev,13,314.17,Konya
2026-06-05,Ürün A,Giyim,427,315.04,Adana
2026-06-14,Ürün A,Elektronik,500,290.64,Konya
2026-01-09,Ürün B,Ev,319,106.14,İstanbul
2026-09-27,Ürün C,Elektronik,310,126.31,Konya
2026-09-18,Ürün A,Elektronik,43,349.91,Antalya
2026-09-11,Ürün B,Ev,313,92.29,Konya
2026-05-22,Ürün B,Giyim,491,110.8,Gaziantep
2026-04-12,Ürün A,Ev,243,285.16,İstanbul
2026-06-08,Ürün A,Ev,400,289.78,Gaziantep
2026-11-14,Ürün B,Elektronik,202,70.91,Konya
2026-08-03,Ürün B,Giyim,432,93.58,Antalya
2026-01-01,Ürün C,Elektronik,63,132.31,İzmir
2026-12-16,Ürün A,Ev,165,329.94,İstanbul
2026-05-29,Ürün B,Giyim,149,98.52,Gaziantep
2026-06-22,Ürün C,Ev,499,128.71,Gaziantep
2026-02-17,Ürün A,Giyim,198,302.21,İzmir
2026-06-30,Ürün C,Elektronik,193,144.56,Antalya
2026-03-23,Ürün B,Ev,153,72.91,Ankara
2026-11-12,Ürün C,Giyim,178,147.79,Konya
2026-10-30,Ürün C,Giyim,126,126.06,İzmir
2026-12-21,Ürün C,Elektronik,75,167.72,İzmir
2026-10-16,Ürün B,Ev,218,96.74,Bursa
2026-10-26,Ürün C,Giyim,110,128.06,Konya
2026-11-22,Ürün B,Elektronik,397,105.57,Bursa
2026-07-24,Ürün C,Giyim,472,174.99,Gaziantep
2026-01-31,Ürün A,Ev,410,332.42,Bursa
2026-12-27,Ürün A,Giyim,182,341.99,Konya
2026-06-30,Ürün B,Giyim,139,109.73,İstanbul
2026-08-01,Ürün B,Giyim,230,95.86,Bursa
2026-12-31,Ürün C,Elektronik,183,143.75,İstanbul
2026-10-23,Ürün B,Ev,458,78.57,Antalya
2026-06-05,Ürün C,Elektronik,190,152.73,Bursa
2026-07-03,Ürün A,Giyim,446,292.59,Adana
2026-01-21,Ürün A,Elektronik,292,349.75,Konya
2026-09-11,Ürün C,Ev,214,185.63,Antalya
2026-02-09,Ürün A,Elektronik,408,288.77,Konya
2026-03-26,Ürün A,Ev,463,314.98,İzmir
2026-06-13,Ürün A,Elektronik,12,280.4,Konya
2026-02-05,Ürün B,Giyim,49,70.83,Antalya
2026-05-14,Ürün A,Ev,489,262.23,İstanbul
2026-10-21,Ürün B,Ev,375,111.55,İzmir
2026-08-19,Ürün A,Elektronik,44,293.89,Antalya
2026-07-15,Ürün C,Ev,90,139.4,Gaziantep
2026-03-19,Ürün A,Elektronik,200,250.22,Bursa
2026-11-01,Ürün C,Ev,112,183.29,İzmir
2026-05-26,Ürün B,Ev,470,82.65,Adana
2026-07-08,Ürün B,Giyim,71,97.2,Konya
2026-03-30,Ürün B,Giyim,73,114.47,Antalya
2026-12-12,Ürün A,Giyim,447,256.24,Adana
2026-03-01,Ürün C,Giyim,362,144.69,İzmir
2026-09-18,Ürün B,Elektronik,36,100.19,Bursa
2026-11-17,Ürün C,Giyim,357,175.51,Adana
2026-04-13,Ürün B,Giyim,226,75.36,Bursa
2026-02-26,Ürün B,Elektronik,258,91.33,Ankara
2026-01-13,Ürün C,Elektronik,478,189.51,Ankara
2026-12-13,Ürün B,Giyim,234,105.73,Bursa
2026-12-16,Ürün B,Giyim,22,83.78,Antalya
2026-11-25,Ürün B,Elektronik,363,104.26,Antalya
2026-06-20,Ürün A,Ev,283,287.7,Konya
2026-12-07,Ürün C,Giyim,291,153.71,Gaziantep
2026-11-20,Ürün B,Giyim,17,96.83,İstanbul
2026-04-10,Ürün A,Giyim,43,296.25,Konya
2026-10-30,Ürün B,Giyim,448,88.31,Bursa
2026-03-24,Ürün A,Giyim,254,349.26,Ankara
2026-03-18,Ürün C,Ev,292,122.52,Gaziantep
2026-10-11,Ürün A,Giyim,451,297.33,Ankara
2026-05-23,Ürün C,Ev,307,170.18,Ankara
2026-05-16,Ürün B,Giyim,327,73.28,Antalya
2026-04-30,Ürün C,Elektronik,376,190.67,Konya
2026-08-05,Ürün B,Ev,165,116.76,İstanbul
2026-12-09,Ürün A,Giyim,211,331.05,Konya
2026-10-06,Ürün B,Elektronik,326,115.85,Gaziantep
2026-05-12,Ürün A,Giyim,247,306.43,Konya
2026-11-23,Ürün C,Elektronik,133,149.15,İstanbul
2026-06-11,Ürün A,Ev,458,290.67,İstanbul
2026-04-10,Ürün A,Elektronik,310,258.03,Konya
2026-02-19,Ürün A,Elektronik,65,272.33,Gaziantep
2026-01-10,Ürün A,Giyim,267,285.36,Konya
2026-08-10,Ürün C,Elektronik,206,177.42,İzmir
2026-11-29,Ürün B,Giyim,371,96.32,Antalya
2026-03-09,Ürün B,Elektronik,376,100.1,İzmir
2026-03-16,Ürün C,Elektronik,145,169.16,Bursa
2026-02-22,Ürün A,Ev,187,258.91,Konya
2026-03-12,Ürün C,Giyim,483,193.52,Bursa
2026-02-15,Ürün C,Elektronik,104,187.48,Konya
2026-01-30,Ürün B,Giyim,150,94.9,İzmir
2026-02-23,Ürün C,Ev,234,121.96,İstanbul
2026-12-30,Ürün B,Elektronik,222,117.2,Ankara
2026-02-15,Ürün B,Ev,129,76.57,Gaziantep
2026-10-29,Ürün A,Elektronik,370,324.84,İzmir
2026-08-21,Ürün C,Giyim,237,141.84,Konya
2026-01-01,Ürün C,Giyim,370,144.68,Gaziantep
2026-01-19,Ürün C,Giyim,485,197.49,Ankara
2026-12-10,Ürün C,Elektronik,355,149.39,İstanbul
2026-09-15,Ürün C,Ev,470,124.76,İzmir
2026-10-24,Ürün B,Elektronik,153,81.85,Ankara
2026-05-18,Ürün B,Giyim,181,81.63,Konya
2026-12-20,Ürün B,Ev,35,79.97,İzmir
2026-11-05,Ürün A,Giyim,197,342.61,Ankara
2026-12-24,Ürün B,Giyim,252,81.45,Antalya
2026-08-19,Ürün B,Ev,388,74.13,Adana
2026-12-20,Ürün C,Giyim,36,138.92,Ankara
2026-08-17,Ürün B,Ev,155,96.44,Konya
2026-07-04,Ürün A,Giyim,103,294.08,Adana
2026-06-11,Ürün B,Ev,322,100.34,İzmir
2026-07-19,Ürün C,Ev,270,164.03,İstanbul
2026-05-06,Ürün C,Giyim,176,194.42,Konya
2026-05-21,Ürün A,Ev,412,307.94,Antalya
2026-12-24,Ürün A,Ev,414,276.94,İstanbul
2026-08-07,Ürün C,Ev,249,127.22,Adana
2026-09-30,Ürün B,Elektronik,144,105.32,Antalya
2026-08-02,Ürün B,Giyim,179,112.55,İstanbul
2026-10-09,Ürün C,Elektronik,412,130.46,Gaziantep
2026-02-28,Ürün C,Giyim,319,127.12,Antalya
2026-02-02,Ürün A,Ev,55,254.8,İzmir
2026-11-29,Ürün A,Ev,192,336.06,Gaziantep
2026-02-17,Ürün B,Elektronik,274,88.82,Ankara
2026-10-27,Ürün A,Ev,380,333.41,Adana
2026-01-12,Ürün A,Ev,15,345.81,Ankara
2026-07-04,Ürün A,Giyim,408,324.3,Ankara
2026-08-03,Ürün A,Ev,213,319.92,Antalya
2026-08-21,Ürün B,Giyim,60,79.15,İzmir
2026-01-16,Ürün C,Giyim,151,140.46,Gaziantep
2026-01-24,Ürün C,Elektronik,394,154.4,Ankara
2026-12-29,Ürün B,Elektronik,234,104.47,İstanbul
2026-10-12,Ürün A,Ev,90,337.83,Adana
2026-11-08,Ürün B,Elektronik,384,71.28,Antalya
2026-05-23,Ürün C,Giyim,343,177.82,İstanbul
2026-02-12,Ürün B,Giyim,289,102.04,Gaziantep
2026-06-12,Ürün C,Elektronik,367,171.03,Bursa
2026-08-16,Ürün C,Elektronik,204,176.96,İzmir
2026-11-15,Ürün B,Giyim,110,85.59,Adana
2026-08-08,Ürün C,Elektronik,57,154.69,Ankara
2026-07-20,Ürün C,Ev,267,132.07,İstanbul
2026-01-20,Ürün A,Elektronik,220,343.44,Gaziantep
2026-09-13,Ürün C,Giyim,58,189.19,Adana
2026-08-26,Ürün B,Ev,55,71.62,İzmir
2026-08-27,Ürün B,Elektronik,79,96.71,Antalya
2026-10-15,Ürün A,Ev,133,338.56,Gaziantep
2026-10-21,Ürün B,Elektronik,446,116.13,İzmir
2026-10-24,Ürün B,Elektronik,253,119.58,Konya
2026-09-18,Ürün A,Giyim,138,263.92,İzmir
2026-08-22,Ürün B,Giyim,369,100.25,Ankara
2026-09-22,Ürün A,Ev,190,280.74,Ankara
2026-03-11,Ürün B,Ev,11,83.96,Bursa
2026-03-17,Ürün A,Elektronik,203,268.8,Konya
2026-05-27,Ürün A,Giyim,138,335.58,İzmir
2026-05-14,Ürün B,Elektronik,223,80.4,İzmir
2026-09-10,Ürün B,Ev,12,77.23,İzmir
2026-10-17,Ürün C,Giyim,459,146.95,İzmir
2026-05-18,Ürün C,Elektronik,121,174.95,İstanbul
2026-07-31,Ürün B,Giyim,136,76.25,Bursa
2026-09-04,Ürün C,Ev,329,141.03,Adana
2026-11-30,Ürün C,Giyim,156,195.85,İzmir
2026-05-01,Ürün A,Elektronik,68,300.19,Bursa
2026-10-01,Ürün B,Giyim,121,117.64,Bursa
2026-11-30,Ürün C,Elektronik,62,182.94,Gaziantep
2026-08-09,Ürün B,Giyim,90,77.69,İzmir
2026-09-12,Ürün B,Ev,491,108.75,Ankara
2026-04-02,Ürün C,Ev,214,160.46,Bursa
2026-05-27,Ürün C,Giyim,19,172.73,Gaziantep
2026-06-16,Ürün C,Elektronik,211,178.73,Ankara
2026-01-30,Ürün B,Giyim,304,110.51,Antalya
2026-03-12,Ürün B,Elektronik,231,101.12,Gaziantep
2026-06-26,Ürün A,Ev,46,332.34,Konya
2026-05-01,Ürün B,Elektronik,421,89.02,Bursa
2026-03-24,Ürün B,Giyim,311,110.97,Adana
2026-06-15,Ürün C,Ev,214,188.86,Gaziantep
2026-01-19,Ürün A,Elektronik,433,263.87,İzmir
2026-04-23,Ürün C,Giyim,388,132.51,Gaziantep
2026-04-23,Ürün A,Ev,494,260.67,Ankara
2026-07-23,Ürün C,Ev,485,173.91,Ankara
2026-01-03,Ürün A,Elektronik,119,324.38,Antalya
2026-07-20,Ürün A,Ev,325,289.1,Adana
2026-03-04,Ürün A,Ev,329,288.53,Bursa
2026-03-10,Ürün B,Giyim,167,100.39,Gaziantep
2026-06-22,Ürün A,Elektronik,452,276.4,Antalya
2026-11-25,Ürün B,Ev,340,83.97,Gaziantep
2026-03-31,Ürün A,Ev,395,293.73,Adana
2026-09-02,Ürün C,Elektronik,367,166.47,Adana
2026-06-19,Ürün B,Ev,235,106.12,Antalya
2026-07-29,Ürün B,Giyim,370,75.06,Adana
2026-11-03,Ürün C,Elektronik,188,169.72,Bursa
2026-09-25,Ürün A,Elektronik,276,294.92,Adana
2026-09-12,Ürün A,Ev,354,330.8,Adana
2026-04-18,Ürün C,Ev,226,144.26,Antalya
2026-09-01,Ürün A,Giyim,112,341.76,Bursa
2026-12-12,Ürün A,Ev,147,319.99,Adana
2026-11-26,Ürün B,Elektronik,461,98.58,Konya
2026-02-16,Ürün C,Elektronik,136,180.58,İstanbul
2026-12-09,Ürün A,Ev,47,265.41,Ankara
2026-06-17,Ürün B,Giyim,140,111.5,Ankara
2026-11-19,Ürün C,Giyim,173,171.67,İzmir
2026-03-26,Ürün C,Ev,216,141.24,İstanbul
2026-05-20,Ürün C,Ev,260,177.78,Bursa
2026-01-30,Ürün A,Elektronik,21,298.77,Konya
2026-04-07,Ürün C,Ev,407,167.6,Adana
2026-04-28,Ürün C,Elektronik,190,154.16,İzmir
2026-10-13,Ürün B,Elektronik,241,106.96,Gaziantep
2026-12-21,Ürün A,Ev,75,275.57,İzmir
2026-04-08,Ürün B,Elektronik,264,114.27,Adana
2026-12-20,Ürün B,Elektronik,301,106.36,Antalya
2026-06-11,Ürün C,Ev,20,166.1,Ankara
2026-12-30,Ürün C,Giyim,106,192.27,Adana
2026-03-13,Ürün B,Giyim,31,97.87,Konya
2026-05-25,Ürün B,Giyim,113,86.4,Konya
2026-03-06,Ürün C,Ev,272,163.38,Adana
2026-11-09,Ürün A,Giyim,359,290.18,Antalya
2026-06-09,Ürün C,Giyim,99,143.29,İzmir
2026-03-01,Ürün B,Giyim,168,111.93,Bursa
2026-12-12,Ürün A,Ev,14,319.96,Ankara
2026-05-10,Ürün A,Ev,118,326.06,Adana
2026-04-22,Ürün C,Giyim,13,137.19,İzmir
2026-10-13,Ürün C,Ev,483,176.54,İzmir
2026-03-08,Ürün C,Elektronik,118,140.23,Ankara
2026-08-17,Ürün B,Giyim,234,108.47,Ankara
2026-01-12,Ürün C,Giyim,478,186.96,Ankara
2026-04-23,Ürün C,Elektronik,317,142.93,Konya
2026-09-09,Ürün A,Elektronik,217,267.25,İstanbul
2026-05-02,Ürün A,Giyim,83,261.28,İstanbul
2026-07-25,Ürün C,Elektronik,104,194.41,Konya
2026-03-10,Ürün B,Elektronik,303,115.86,Gaziantep
2026-11-12,Ürün C,Giyim,85,177.33,Adana
2026-03-04,Ürün C,Ev,263,133.17,Adana
2026-12-01,Ürün C,Giyim,437,197.77,Antalya
2026-11-03,Ürün A,Elektronik,143,329.97,Bursa
2026-07-23,Ürün B,Giyim,376,77.13,Bursa
2026-07-31,Ürün B,Ev,343,113.07,Konya
2026-05-02,Ürün B,Giyim,391,94.61,İstanbul
2026-06-23,Ürün B,Elektronik,89,77.97,Bursa
2026-05-17,Ürün B,Giyim,366,84.15,Bursa
2026-05-14,Ürün B,Elektronik,380,98.36,Konya
2026-03-02,Ürün C,Elektronik,121,121.16,Antalya
2026-02-07,Ürün A,Giyim,67,259.79,Konya
2026-08-03,Ürün A,Giyim,17,326.22,İzmir
2026-06-03,Ürün A,Giyim,500,292.24,Antalya
2026-06-10,Ürün B,Elektronik,359,71.94,İzmir
2026-12-24,Ürün B,Giyim,214,79.6,Antalya
2026-04-12,Ürün C,Ev,399,152.82,Gaziantep
2026-10-26,Ürün B,Ev,445,77.5,Adana
2026-02-05,Ürün C,Elektronik,191,160.86,Adana
2026-08-23,Ürün C,Giyim,90,184.44,Antalya
2026-03-12,Ürün A,Ev,46,326.61,İstanbul
2026-06-11,Ürün A,Elektronik,142,327.93,Adana
2026-10-18,Ürün C,Elektronik,292,134.92,İzmir
2026-02-03,Ürün C,Giyim,208,186.38,Konya
2026-05-24,Ürün C,Elektronik,152,162.86,Adana
2026-12-31,Ürün B,Elektronik,15,82.99,Ankara
2026-10-07,Ürün C,Giyim,365,130.03,Bursa
2026-04-24,Ürün C,Giyim,380,126.1,Ankara
2026-09-02,Ürün A,Ev,380,253.9,İzmir
2026-12-24,Ürün B,Ev,125,92.44,Ankara
2026-10-28,Ürün A,Giyim,118,275.27,Konya
2026-01-10,Ürün A,Ev,378,279.24,Bursa
2026-04-25,Ürün A,Elektronik,153,255.45,Gaziantep
2026-09-27,Ürün B,Giyim,115,113.33,İzmir
2026-11-17,Ürün B,Ev,387,72.48,Konya
2026-02-09,Ürün B,Ev,240,106.02,Gaziantep
2026-08-08,Ürün C,Ev,158,171.42,Konya
2026-04-29,Ürün C,Ev,301,155.06,Konya
2026-09-11,Ürün C,Giyim,261,150.76,Adana
2026-04-22,Ürün C,Elektronik,48,135.43,İstanbul
2026-04-12,Ürün B,Giyim,86,104.18,İzmir
2026-08-04,Ürün A,Ev,13,348.73,Antalya
2026-07-05,Ürün C,Ev,353,154.76,Konya
2026-09-29,Ürün B,Ev,476,106.03,Ankara
