date,product,category,sales_quantity,unit_price,region
2026-11-19,Product B,Electronics,273,96.57,Konya
2026-09-21,Product B,Apparel,159,99.55,Antalya
2026-06-10,Product C,Apparel,300,171.63,Konya
2026-01-16,Product A,Apparel,295,330.34,Antalya
2026-08-31,Product A,Electronics,285,284.34,Ankara
2026-02-28,Product C,Electronics,208,176.37,Antalya
2026-02-25,Product A,Apparel,379,301.27,Istanbul
2026-09-27,Product A,Electronics,93,264.1,Gaziantep
2026-11-27,Product A,Apparel,170,303.09,Gaziantep
2026-04-29,Product A,Electronics,282,253.85,Ankara
2026-03-21,Product C,Apparel,97,155.72,Izmir
2026-02-03,Product C,Home,119,156.43,Ankara
2026-06-28,Product C,Apparel,163,146.83,Bursa
2026-11-05,Product C,Electronics,248,139.45,Konya
2026-01-31,Product B,Apparel,162,79.34,Istanbul
2026-06-25,Product B,Electronics,73,96.48,Istanbul
2026-09-05,Product A,Home,356,307.12,Izmir
2026-07-05,Product C,Electronics,16,198.27,Adana
2026-09-20,Product B,Electronics,129,104.47,Ankara
2026-01-18,Product B,Apparel,84,72.96,Istanbul
2026-07-18,Product C,Electronics,372,156.5,Bursa
2026-12-22,Product B,Electronics,319,106.92,Gaziantep
2026-04-01,Product C,Electronics,433,152.12,Istanbul
2026-01-05,Product A,Home,485,311.39,Ankara
2026-01-20,Product C,Electronics,449,185.31,Gaziantep
2026-09-21,Product A,Electronics,409,274.88,Konya
2026-12-21,Product A,Electronics,352,279.69,Izmir
2026-01-04,Product A,Electronics,193,316.14,Antalya
2026-06-24,Product A,Apparel,405,319.6,Adana
2026-02-06,Product C,Electronics,305,164.48,Konya
2026-01-05,Product B,Home,236,80.74,Antalya
2026-07-15,Product C,Electronics,39,198.63,Antalya
2026-04-27,Product B,Electronics,122,96.47,Gaziantep
2026-05-26,Product A,Apparel,117,274.74,Bursa
2026-03-06,Product B,Electronics,11,96.96,Izmir
2026-11-18,Product B,Home,378,73.64,Antalya
2026-08-25,Product C,Home,339,160.53,Ankara
2026-01-27,Product B,Apparel,469,108.59,Antalya
2026-12-05,Product B,Apparel,287,96.73,Antalya
2026-10-20,Product A,Apparel,482,346.29,Bursa
2026-08-10,Product C,Electronics,355,157.31,Gaziantep
2026-02-19,Product B,Apparel,38,82.47,Istanbul
2026-12-24,Product A,Home,46,263.69,Antalya
2026-08-01,Product B,Apparel,444,74.86,Konya
2026-01-02,Product C,Apparel,100,150.6,Bursa
2026-02-25,Product C,Home,119,174.33,Adana
2026-04-12,Product B,Electronics,27,84.83,Istanbul
2026-03-07,Product B,Electronics,365,84.24,Bursa
2026-12-27,Product A,Electronics,445,318.28,Ankara
2026-03-15,Product C,Home,414,192.1,Ankara
2026-12-08,Product A,Electronics,444,346.95,Istanbul
2026-06-05,Product C,Electronics,469,150.95,Konya
2026-01-04,Product B,Electronics,124,84.82,Bursa
2026-03-07,Product B,Electronics,169,101.21,Adana
2026-04-12,Product B,Electronics,249,91.07,Gaziantep
2026-10-12,Product C,Electronics,163,120.18,Bursa
2026-12-02,Product C,Home,323,178.33,Gaziantep
2026-04-12,Product C,Apparel,98,123.68,Adana
2026-08-02,Product C,Home,20,157.36,Adana
2026-03-03,Product B,Apparel,194,118.74,Istanbul
2026-10-23,Product C,Electronics,444,127.88,Ankara
2026-10-08,Product B,Apparel,237,74.43,Istanbul
2026-11-21,Product A,Home,90,321.17,Istanbul
2026-02-07,Product B,Electronics,429,113.26,Izmir
2026-07-03,Product C,Home,105,162.4,Bursa
2026-01-13,Product B,Apparel,406,75.94,Izmir
2026-09-03,Product C,Apparel,375,194.04,Antalya
2026-02-20,Product A,Home,74,349.76,Istanbul
2026-09-14,Product B,Home,238,78.44,Izmir
2026-03-20,Product B,Home,391,93.26,Istanbul
2026-08-23,Product B,Home,240,80.54,Ankara
2026-04-13,Product C,Electronics,489,136.71,Konya
2026-03-11,Product C,Apparel,156,151.01,Bursa
2026-02-27,Product A,Home,37,262.11,Antalya
2026-11-04,Product A,Home,270,257.61,Antalya
2026-11-15,Product C,Electronics,267,130.93,Konya
2026-12-12,Product C,Apparel,431,171.0,Konya
2026-11-30,Product C,Apparel,14,178.02,Bursa
2026-04-28,Product B,Electronics,390,99.06,Ankara
2026-03-27,Product B,Apparel,84,104.17,Konya
2026-10-25,Product B,Home,351,80.12,Istanbul
2026-01-19,Product B,Home,296,95.29,Konya
2026-11-23,Product C,Apparel,403,136.08,Izmir
2026-11-01,Product C,Apparel,383,154.12,Istanbul
2026-07-17,Product A,Home,474,254.37,Antalya
2026-05-19,Product A,Apparel,312,306.67,Izmir
2026-04-21,Product B,Apparel,431,70.78,Bursa
2026-05-24,Product C,Electronics,171,183.09,Istanbul
2026-10-01,Product C,Home,464,162.86,Adana
2026-10-19,Product B,Electronics,26,85.08,Izmir
2026-11-01,Product C,Electronics,328,170.54,Konya
2026-02-22,Product A,Electronics,350,315.32,Bursa
2026-09-23,Product A,Apparel,262,299.7,Izmir
2026-06-16,Product A,Home,34,281.68,Bursa
2026-01-30,Product A,Apparel,117,302.6,Bursa
2026-02-05,Product C,Apparel,247,179.12,Istanbul
2026-01-03,Product A,Apparel,126,329.01,Bursa
2026-04-08,Product C,Apparel,211,178.29,Ankara
2026-01-23,Product A,Apparel,41,283.06,Bursa
2026-05-31,Product A,Apparel,490,281.66,Ankara
2026-03-20,Product A,Home,372,269.44,Ankara
2026-05-03,Product A,Home,285,331.94,Konya
2026-12-08,Product C,Apparel,79,155.89,Adana
2026-10-12,Product B,Electronics,306,74.24,Izmir
2026-06-28,Product C,Apparel,497,151.88,Izmir
2026-03-17,Product B,Apparel,476,85.52,Adana
2026-05-04,Product B,Home,213,90.78,Antalya
2026-11-21,Product A,Electronics,150,334.97,Bursa
2026-09-22,Product B,Electronics,398,102.69,Izmir
2026-04-24,Product B,Apparel,244,105.11,Gaziantep
2026-01-25,Product B,Apparel,60,72.29,Izmir
2026-01-17,Product A,Apparel,340,270.28,Istanbul
2026-03-13,Product C,Apparel,456,130.23,Antalya
2026-08-01,Product C,Electronics,155,177.61,Konya
2026-02-25,Product C,Electronics,38,198.69,Istanbul
2026-08-11,Product A,Apparel,246,268.56,Bursa
2026-01-25,Product A,Electronics,350,282.11,Gaziantep
2026-05-11,Product B,Apparel,441,115.92,Konya
2026-06-30,Product A,Home,361,332.39,Antalya
2026-12-27,Product A,Home,348,252.04,Antalya
2026-06-22,Product C,Apparel,491,157.01,Konya
2026-06-12,Product C,Electronics,315,157.65,Konya
2026-08-17,Product B,Home,223,118.96,Izmir
2026-11-29,Product B,Electronics,135,77.07,Izmir
2026-12-04,Product A,Apparel,254,292.89,Izmir
2026-09-20,Product B,Home,272,71.64,Ankara
2026-08-20,Product A,Home,185,273.15,Bursa
2026-05-04,Product A,Home,332,343.7,Bursa
2026-11-25,Product C,Electronics,412,198.87,Gaziantep
2026-12-27,Product C,Electronics,113,152.34,Adana
2026-08-03,Product C,Apparel,215,143.7,Gaziantep
2026-10-18,Product C,Home,280,187.92,Istanbul
2026-07-15,Product A,Electronics,348,349.52,Antalya
2026-05-18,Product A,Electronics,83,349.42,Izmir
2026-01-26,Product C,Electronics,368,171.86,Gaziantep
2026-03-06,Product C,Electronics,325,193.2,Adana
2026-02-20,Product C,Apparel,493,180.06,Antalya
2026-01-22,Product C,Electronics,323,148.75,Konya
2026-03-03,Product B,Apparel,423,76.02,Ankara
2026-05-29,Product B,Home,346,93.31,Istanbul
2026-02-23,Product B,Apparel,160,83.59,Antalya
2026-12-08,Product B,Apparel,326,91.49,Izmir
2026-04-01,Product C,Apparel,70,159.82,Gaziantep
2026-01-17,Product B,Home,491,104.31,Konya
2026-04-14,Product B,Home,229,96.64,Ankara
2026-03-22,Product A,Home,111,296.83,Izmir
2026-09-07,Product B,Apparel,61,70.38,Adana
2026-02-04,Product C,Apparel,454,135.75,Izmir
2026-02-01,Product C,Home,301,172.57,Adana
2026-01-24,Product B,Apparel,57,99.02,Gaziantep
2026-07-30,Product B,Electronics,160,88.8,Adana
2026-08-10,Product C,Electronics,179,198.75,Istanbul
2026-03-19,Product B,Electronics,289,80.54,Ankara
2026-10-24,Product A,Home,270,277.4,Gaziantep
2026-11-27,Product C,Home,455,158.95,Izmir
2026-03-27,Product C,Home,19,120.88,Konya
2026-05-31,Product B,Electronics,357,73.27,Ankara
2026-07-21,Product B,Home,403,80.12,Bursa
2026-05-08,Product C,Apparel,264,156.0,Ankara
2026-03-30,Product B,Apparel,428,85.6,Ankara
2026-12-12,Product B,Apparel,105,103.77,Adana
2026-06-26,Product B,Electronics,467,84.42,Gaziantep
2026-03-04,Product A,Apparel,117,315.83,Ankara
2026-12-18,Product A,Apparel,84,293.55,Istanbul
2026-02-04,Product C,Home,28,128.8,Antalya
2026-05-03,Product C,Electronics,357,193.03,Antalya
2026-08-16,Product C,Apparel,470,143.8,Bursa
2026-10-31,Product B,Home,136,104.86,Gaziantep
2026-11-03,Product C,Home,212,193.1,Ankara
2026-03-13,Product B,Home,113,117.46,Izmir
2026-05-01,Product A,Electronics,344,293.91,Izmir
2026-09-13,Product B,Electronics,210,103.45,Gaziantep
2026-04-11,Product C,Apparel,350,169.94,Izmir
2026-09-20,Product C,Electronics,154,151.76,Istanbul
2026-11-05,Product A,Home,217,308.58,Konya
2026-08-02,Product A,Home,470,341.55,Bursa
2026-11-14,Product A,Home,328,288.55,Adana
2026-04-02,Product A,Electronics,295,294.81,Gaziantep
2026-06-17,Product C,Apparel,410,129.64,Ankara
2026-12-02,Product B,Apparel,403,93.43,Izmir
2026-01-24,Product B,Home,323,80.7,Konya
2026-11-28,Product A,Apparel,332,276.66,Antalya
2026-12-13,Product A,Apparel,20,292.5,Konya
2026-07-25,Product B,Apparel,410,90.42,Konya
2026-08-08,Product B,Electronics,151,103.26,Izmir
2026-06-15,Product B,Electronics,430,93.46,Adana
2026-10-03,Product B,Apparel,285,78.2,Adana
2026-01-04,Product C,Electronics,299,195.24,Adana
2026-08-16,Product B,Apparel,431,111.29,Ankara
2026-07-27,Product B,Apparel,364,98.08,Gaziantep
2026-08-20,Product B,Electronics,29,96.67,Bursa
2026-11-03,Product B,Home,134,80.4,Adana
2026-05-02,Product A,Home,18,295.62,Adana
2026-10-19,Product C,Apparel,130,179.51,Gaziantep
2026-01-28,Product A,Electronics,235,263.61,Istanbul
2026-05-28,Product B,Electronics,171,73.74,Ankara
2026-12-31,Product C,Home,308,192.19,Ankara
2026-08-10,Product C,Electronics,353,147.82,Bursa
2026-10-12,Product B,Home,336,97.72,Gaziantep
2026-07-22,Product A,Home,307,317.65,Bursa
2026-05-28,Product C,Apparel,353,192.04,Izmir
2026-11-10,Product A,Apparel,435,276.92,Ankara
2026-06-05,Product C,Electronics,62,141.96,Adana
2026-07-18,Product B,Apparel,225,81.5,Gaziantep
2026-12-28,Product B,Home,98,117.89,Adana
2026-06-07,Product B,Electronics,160,112.15,Ankara
2026-05-23,Product C,Apparel,145,152.1,Izmir
2026-05-01,Product A,Electronics,304,264.42,Izmir
2026-08-23,Product C,Home,171,185.29,Adana
2026-02-10,Product B,Electronics,493,83.99,Antalya
2026-03-05,Product B,Electronics,385,72.43,Adana
2026-11-21,Product A,Electronics,128,348.09,Ankara
2026-02-10,Product C,Apparel,85,137.19,Izmir
2026-07-09,Product B,Electronics,447,113.3,Ankara
2026-09-29,Product C,Apparel,435,197.93,Bursa
2026-10-20,Product B,Apparel,399,101.06,Istanbul
2026-12-13,Product C,Electronics,448,120.9,Istanbul
2026-10-27,Product C,Home,279,171.84,Bursa
2026-03-29,Product A,Electronics,413,308.69,Ankara
2026-04-07,Product B,Apparel,141,100.86,Izmir
2026-09-08,Product A,Apparel,259,267.16,Antalya
2026-10-19,Product C,Apparel,365,144.66,Konya
2026-12-22,Product B,Electronics,220,85.28,Ankara
2026-12-26,Product C,Electronics,300,136.06,Ankara
2026-09-16,Product C,Home,282,154.35,Izmir
2026-04-05,Product A,Apparel,145,291.4,Bursa
2026-06-17,Product A,Apparel,180,280.82,Ankara
2026-02-20,Product A,Home,75,304.47,Ankara
2026-09-18,Product A,Electronics,285,266.79,Gaziantep
2026-02-16,Product A,Electronics,491,336.36,Adana
2026-12-10,Product C,Electronics,273,162.67,Istanbul
2026-01-24,Product C,Electronics,414,184.16,Gaziantep
2026-06-30,Product B,Apparel,170,96.22,Istanbul
2026-02-11,Product B,Apparel,425,103.65,Adana
2026-02-24,Product A,Apparel,483,272.23,Adana
2026-12-08,Product C,Apparel,474,184.52,Adana
2026-08-10,Product C,Home,463,129.98,Istanbul
2026-03-10,Product A,Electronics,321,281.64,Gaziantep
2026-09-04,Product B,Apparel,289,99.08,Konya
2026-11-30,Product A,Apparel,167,305.54,Bursa
2026-12-12,Product A,Electronics,59,278.09,Konya
2026-02-19,Product C,Electronics,225,142.07,Adana
2026-11-16,Product A,Electronics,467,328.1,Izmir
2026-03-27,Product A,Apparel,240,277.94,Gaziantep
2026-11-08,Product A,Electronics,28,254.23,Bursa
2026-08-19,Product C,Home,109,178.76,Konya
2026-03-10,Product C,Apparel,279,182.08,Ankara
2026-05-13,Product A,Electronics,140,257.42,Antalya
2026-10-23,Product B,Home,106,72.12,Bursa
2026-08-02,Product C,Electronics,268,171.05,Istanbul
2026-06-21,Product C,Home,309,145.67,Ankara
2026-03-26,Product A,Home,101,328.58,Izmir
2026-12-20,Product C,Apparel,185,127.98,Ankara
2026-09-16,Product C,Home,71,121.01,Gaziantep
2026-02-08,Product A,Electronics,432,332.69,Gaziantep
2026-01-14,Product A,Electronics,44,305.31,Gaziantep
2026-12-21,Product B,Apparel,325,103.4,Adana
2026-01-18,Product C,Home,265,152.94,Istanbul
2026-10-05,Product A,Electronics,144,348.5,Adana
2026-10-26,Product B,Home,14,78.38,Adana
2026-04-01,Product A,Apparel,18,276.95,Bursa
2026-10-25,Product B,Home,467,109.07,Istanbul
2026-02-01,Product B,Home,89,97.43,Izmir
2026-02-18,Product A,Home,455,321.37,Antalya
2026-06-22,Product A,Home,251,278.11,Ankara
2026-04-23,Product C,Apparel,361,136.69,Izmir
2026-04-20,Product B,Home,416,77.62,Bursa
2026-09-12,Product B,Apparel,375,103.82,Konya
2026-08-22,Product A,Apparel,146,260.64,Bursa
2026-03-13,Product A,Home,277,295.34,Istanbul
2026-10-09,Product A,Electronics,448,299.43,Gaziantep
2026-10-22,Product C,Home,155,171.09,Ankara
2026-12-29,Product A,Home,37,301.41,Adana
2026-01-01,Product B,Apparel,47,76.78,Adana
2026-03-08,Product B,Electronics,333,88.93,Bursa
2026-10-21,Product C,Home,119,126.91,Bursa
2026-07-06,Product A,Home,24,328.32,Konya
2026-11-28,Product A,Home,252,321.63,Ankara
2026-06-17,Product A,Electronics,63,271.79,Bursa
2026-02-04,Product A,Home,156,335.93,Antalya
2026-09-15,Product A,Apparel,148,259.67,Gaziantep
2026-07-26,Product A,Electronics,482,255.4,Gaziantep
2026-10-08,Product B,Home,419,110.72,Ankara
2026-09-19,Product B,Home,286,118.02,Izmir
2026-01-05,Product C,Home,54,180.54,Izmir
2026-09-02,Product C,Electronics,61,198.96,Izmir
2026-04-28,Product C,Electronics,449,122.13,Bursa
2026-05-08,Product A,Electronics,123,287.84,Antalya
2026-02-16,Product B,Apparel,273,110.47,Antalya
2026-01-21,Product B,Home,476,95.02,Antalya
2026-02-16,Product B,Electronics,153,93.69,Izmir
2026-12-19,Product A,Electronics,448,317.08,Adana
2026-10-11,Product C,Electronics,352,173.44,Izmir
2026-10-17,Product A,Apparel,355,332.2,Gaziantep
2026-12-17,Product C,Electronics,82,175.69,Izmir
2026-10-12,Product A,Apparel,230,283.57,Izmir
2026-06-10,Product C,Electronics,70,124.72,Ankara
2026-09-30,Product B,Electronics,131,78.6,Izmir
2026-05-13,Product B,Home,380,115.03,Ankara
2026-05-01,Product C,Home,411,131.28,Antalya
2026-09-12,Product A,Home,285,276.34,Gaziantep
2026-09-11,Product C,Home,201,178.22,Gaziantep
2026-05-31,Product C,Electronics,447,173.77,Adana
2026-01-14,Product C,Apparel,202,198.81,Antalya
2026-07-24,Product A,Home,195,316.7,Adana
2026-03-19,Product A,Apparel,284,286.09,Adana
2026-11-29,Product B,Apparel,44,82.17,Istanbul
2026-03-02,Product A,Home,336,302.36,Bursa
2026-04-18,Product C,Electronics,102,181.61,Adana
2026-12-10,Product A,Apparel,242,250.34,Istanbul
2026-01-10,Product B,Apparel,214,113.41,Istanbul
2026-11-18,Product A,Apparel,317,348.33,Gaziantep
2026-12-27,Product C,Apparel,63,155.65,Istanbul
2026-05-04,Product C,Electronics,228,159.89,Istanbul
2026-03-16,Product A,Apparel,115,345.3,Bursa
2026-10-24,Product B,Home,452,97.28,Konya
2026-03-11,Product A,Electronics,213,346.46,Konya
2026-01-05,Product A,Home,197,279.05,Izmir
2026-03-26,Product C,Apparel,438,191.86,Bursa
2026-02-24,Product B,Home,188,105.55,Antalya
2026-02-16,Product B,Home,206,102.84,Istanbul
2026-02-05,Product A,Home,432,329.5,Adana
2026-01-28,Product B,Apparel,259,104.98,Ankara
2026-01-31,Product B,Home,96,107.1,Izmir
2026-08-11,Product B,Electronics,191,81.84,Antalya
2026-02-11,Product C,Apparel,499,137.28,Ankara
2026-01-22,Product C,Home,186,159.53,Istanbul
2026-05-25,Product A,Home,79,319.25,Istanbul
2026-04-20,Product C,Electronics,15,155.99,Antalya
2026-05-09,Product C,Home,320,181.83,Adana
2026-11-10,Product C,Home,322,121.15,Antalya
2026-03-25,Product B,Electronics,58,76.05,Ankara
2026-05-03,Product C,Electronics,308,194.09,Adana
2026-10-01,Product B,Electronics,184,114.92,Antalya
2026-11-07,Product B,Apparel,336,108.06,Antalya
2026-02-16,Product A,Apparel,466,257.14,Izmir
2026-07-26,Product C,Electronics,59,151.4,Bursa
2026-03-19,Product A,Apparel,491,315.6,Antalya
2026-10-16,Product A,Electronics,430,282.17,Bursa
2026-08-12,Product C,Apparel,12,194.28,Izmir
2026-07-24,Product A,Home,384,254.75,Gaziantep
2026-08-15,Product C,Apparel,94,121.64,Bursa
2026-06-29,Product C,Home,170,176.97,Konya
2026-01-16,Product C,Home,430,176.52,Bursa
2026-05-17,Product A,Electronics,399,287.19,Adana
2026-11-03,Product C,Home,237,197.6,Bursa
2026-08-01,Product A,Electronics,158,261.82,Istanbul
2026-08-30,Product A,Apparel,423,311.67,Konya
2026-09-14,Product A,Home,413,336.52,Bursa
2026-04-18,Product A,Electronics,78,265.05,Konya
2026-10-12,Product C,Electronics,172,183.64,Istanbul
2026-03-17,Product C,Apparel,242,165.4,Antalya
2026-11-02,Product A,Apparel,248,296.28,Bursa
2026-08-25,Product B,Electronics,23,103.91,Ankara
2026-12-01,Product C,Apparel,241,173.74,Gaziantep
2026-05-16,Product C,Home,274,157.9,Adana
2026-11-15,Product C,Electronics,70,177.56,Antalya
2026-11-21,Product B,Home,74,113.96,Antalya
2026-09-02,Product C,Apparel,62,173.33,Ankara
2026-10-31,Product C,Apparel,424,148.65,Istanbul
2026-06-12,Product B,Apparel,263,82.32,Ankara
2026-10-20,Product C,Home,28,125.3,Bursa
2026-12-29,Product B,Apparel,439,104.52,Bursa
2026-11-26,Product B,Home,471,93.59,Adana
2026-11-06,Product B,Apparel,122,89.46,Adana
2026-09-23,Product A,Home,400,323.97,Istanbul
2026-06-08,Product A,Home,499,296.44,Ankara
2026-05-12,Product A,Apparel,259,300.04,Istanbul
2026-05-02,Product C,Home,295,194.43,Bursa
2026-03-22,Product C,Home,472,190.54,Antalya
2026-01-14,Product B,Electronics,88,114.72,Konya
2026-06-30,Product A,Electronics,399,288.69,Gaziantep
2026-06-29,Product C,Electronics,464,125.09,Bursa
2026-12-25,Product B,Home,179,78.61,Istanbul
2026-03-07,Product A,Home,173,277.95,Adana
2026-12-16,Product C,Home,96,140.44,Izmir
2026-03-02,Product A,Home,491,327.05,Antalya
2026-03-04,Product B,Electronics,370,90.65,Istanbul
2026-01-18,Product C,Home,218,198.28,Konya
2026-01-14,Product B,Home,254,83.76,Antalya
2026-08-11,Product C,Electronics,500,184.05,Konya
2026-04-13,Product B,Apparel,71,109.32,Konya
2026-09-04,Product A,Apparel,337,289.76,Istanbul
2026-09-19,Product A,Apparel,75,325.77,Ankara
2026-02-12,Product A,Home,397,282.89,Istanbul
2026-11-16,Product A,Home,297,254.71,Gaziantep
2026-02-17,Product B,Home,202,84.22,Konya
2026-03-16,Product C,Electronics,52,147.0,Adana
2026-02-17,Product B,Home,452,78.7,Antalya
2026-09-09,Product B,Apparel,101,80.46,Bursa
2026-11-29,Product A,Home,417,348.35,Konya
2026-08-29,Product C,Electronics,318,149.08,Bursa
2026-08-13,Product B,Home,299,77.6,Konya
2026-08-21,Product B,Home,13,101.66,Ankara
2026-11-26,Product C,Apparel,310,154.03,Gaziantep
2026-11-03,Product B,Home,356,78.06,Konya
2026-04-07,Product B,Home,144,113.06,Gaziantep
2026-06-27,Product C,Home,323,196.45,Izmir
2026-01-30,Product C,Home,335,149.93,Ankara
2026-10-22,Product C,Electronics,357,161.58,Istanbul
2026-05-13,Product C,Apparel,102,186.74,Ankara
2026-10-11,Product B,Electronics,136,118.14,Izmir
2026-10-07,Product B,Apparel,92,97.25,Antalya
2026-04-29,Product C,Electronics,173,164.44,Adana
2026-09-10,Product C,Electronics,399,155.36,Ankara
2026-11-13,Product B,Apparel,125,100.86,Gaziantep
2026-02-03,Product B,Home,295,119.56,Adana
2026-09-29,Product A,Home,272,326.39,Istanbul
2026-07-08,Product A,Home,134,273.49,Bursa
2026-08-29,Product C,Electronics,284,122.1,Ankara
2026-07-18,Product C,Electronics,287,187.1,Adana
2026-05-25,Product C,Apparel,130,132.37,Izmir
2026-11-15,Product C,Apparel,63,120.71,Antalya
2026-05-14,Product A,Apparel,323,271.84,Adana
2026-10-27,Product B,Home,312,83.86,Gaziantep
2026-10-09,Product A,Home,439,312.26,Bursa
2026-03-31,Product C,Apparel,466,184.0,Bursa
2026-05-29,Product B,Home,307,98.3,Ankara
2026-03-11,Product A,Electronics,192,320.91,Istanbul
2026-06-09,Product A,Electronics,133,253.4,Ankara
2026-05-19,Product C,Electronics,400,127.65,Adana
2026-04-22,Product B,Electronics,319,83.76,Izmir
2026-12-02,Product A,Home,293,275.85,Izmir
2026-11-19,Product B,Electronics,258,80.71,Konya
2026-03-30,Product C,Apparel,380,132.7,Izmir
2026-03-30,Product B,Home,430,116.32,Antalya
2026-12-02,Product B,Electronics,36,114.17,Istanbul
2026-08-09,Product C,Apparel,153,163.17,Gaziantep
2026-11-17,Product C,Home,373,144.55,Konya
2026-02-21,Product C,Electronics,436,185.62,Bursa
2026-02-19,Product A,Apparel,477,325.68,Antalya
2026-10-12,Product C,Apparel,19,167.41,Adana
2026-08-07,Product B,Home,257,72.04,Adana
2026-04-10,Product C,Electronics,382,172.55,Ankara
2026-10-27,Product C,Apparel,84,175.22,Antalya
2026-08-08,Product C,Home,462,196.94,Konya
2026-06-15,Product C,Apparel,305,158.26,Adana
2026-11-05,Product B,Apparel,257,109.62,Gaziantep
2026-06-28,Product C,Electronics,482,196.33,Izmir
2026-10-27,Product C,Electronics,399,161.87,Izmir
2026-02-09,Product A,Apparel,44,300.54,Istanbul
2026-08-01,Product B,Electronics,384,111.93,Izmir
2026-04-26,Product A,Home,339,260.77,Izmir
2026-01-15,Product B,Electronics,464,117.52,Gaziantep
2026-06-24,Product B,Apparel,422,117.99,Konya
2026-06-13,Product A,Electronics,478,341.94,Antalya
2026-04-29,Product A,Apparel,336,298.13,Antalya
2026-02-09,Product C,Home,30,172.57,Ankara
2026-12-28,Product B,Electronics,357,113.44,Gaziantep
2026-11-19,Product A,Electronics,161,345.26,Konya
2026-05-18,Product C,Electronics,386,147.91,Bursa
2026-12-10,Product C,Apparel,438,196.98,Antalya
2026-10-26,Product B,Apparel,241,105.25,Izmir
2026-02-03,Product A,Home,75,285.13,Adana
2026-01-24,Product B,Electronics,104,92.65,Ankara
2026-06-16,Product B,Electronics,123,74.91,Ankara
2026-10-19,Product B,Electronics,355,73.96,Bursa
2026-07-16,Product B,Apparel,427,99.84,Bursa
2026-11-01,Product C,Electronics,140,127.72,Ankara
2026-12-09,Product A,Apparel,435,253.2,Bursa
2026-11-21,Product B,Electronics,65,84.71,Adana
2026-04-30,Product B,Home,270,74.56,Izmir
2026-10-11,Product A,Home,88,280.79,Antalya
2026-01-15,Product A,Electronics,348,291.45,Adana
2026-03-26,Product A,Apparel,130,341.3,Ankara
2026-10-23,Product B,Electronics,220,99.55,Konya
2026-03-15,Product C,Apparel,467,151.7,Istanbul
2026-02-11,Product A,Home,80,320.45,Istanbul
2026-02-18,Product A,Apparel,332,282.82,Izmir
2026-04-22,Product A,Home,133,250.09,Istanbul
2026-11-27,Product B,Apparel,328,70.54,Bursa
2026-07-14,Product C,Electronics,343,197.12,Izmir
2026-02-06,Product B,Apparel,252,86.85,Istanbul
2026-10-17,Product A,Apparel,108,296.09,Istanbul
2026-10-17,Product B,Electronics,408,96.04,Adana
2026-03-05,Product A,Electronics,168,266.62,Izmir
2026-03-24,Product A,Apparel,73,262.11,Gaziantep
2026-03-15,Product A,Apparel,334,286.48,Adana
2026-09-15,Product C,Electronics,241,178.56,Antalya
2026-07-01,Product B,Electronics,278,84.09,Bursa
2026-05-29,Product C,Home,54,127.63,Adana
2026-07-12,Product A,Apparel,34,258.02,Bursa
2026-11-02,Product A,Apparel,381,267.92,Istanbul
2026-09-30,Product C,Electronics,463,136.11,Antalya
2026-06-02,Product C,Home,377,124.59,Gaziantep
2026-04-13,Product C,Electronics,324,139.04,Izmir
2026-05-10,Product A,Apparel,464,263.5,Antalya
2026-02-03,Product A,Electronics,301,286.84,Gaziantep
2026-06-17,Product C,Apparel,255,128.17,Konya
2026-01-19,Product B,Home,477,101.1,Adana
2026-07-01,Product A,Home,363,329.27,Adana
2026-12-20,Product B,Electronics,87,113.91,Gaziantep
2026-01-14,Product A,Apparel,139,271.2,Istanbul
2026-01-02,Product B,Home,359,82.68,Konya
2026-03-28,Product A,Home,299,328.74,Izmir
2026-01-26,Product B,Apparel,261,71.88,Konya
2026-08-21,Product C,Apparel,266,134.33,Gaziantep
2026-10-09,Product A,Home,127,335.94,Izmir
2026-03-24,Product B,Home,122,107.8,Antalya
2026-02-18,Product C,Apparel,467,131.68,Istanbul
2026-02-12,Product A,Home,273,290.02,Gaziantep
2026-04-26,Product C,Apparel,183,190.19,Ankara
2026-01-19,Product A,Electronics,289,301.57,Istanbul
2026-08-01,Product B,Apparel,370,111.23,Adana
2026-08-17,Product A,Home,181,309.48,Antalya
2026-06-23,Product B,Electronics,70,82.06,Konya
2026-11-15,Product C,Home,337,181.05,Istanbul
2026-07-05,Product C,Home,479,187.73,Gaziantep
2026-01-31,Product A,Home,257,251.5,Istanbul
2026-09-27,Product A,Apparel,130,349.65,Bursa
2026-03-25,Product C,Apparel,241,130.05,Adana
2026-01-21,Product C,Electronics,469,163.1,Bursa
2026-09-14,Product A,Apparel,309,328.43,Konya
2026-02-08,Product A,Home,220,308.27,Adana
2026-04-21,Product A,Electronics,488,252.28,Bursa
2026-08-06,Product C,Home,133,170.82,Gaziantep
2026-03-13,Product B,Home,478,98.86,Gaziantep
2026-01-27,Product B,Apparel,261,82.29,Izmir
2026-07-25,Product B,Electronics,470,111.33,Gaziantep
2026-09-26,Product A,Apparel,428,321.48,Izmir
2026-10-31,Product A,Apparel,229,281.3,Adana
2026-10-05,Product B,Electronics,290,96.76,Antalya
2026-07-30,Product A,Electronics,195,252.6,Antalya
2026-04-21,Product B,Apparel,183,97.8,Gaziantep
2026-04-26,Product C,Apparel,390,166.85,Ankara
2026-01-15,Product A,Home,451,262.4,Bursa
2026-01-26,Product A,Home,339,265.72,Izmir
